time,seconds_elapsed,z,y,x
1641191870122649300,0.0356494140625,9.109299659729004,3.2660999298095703,-1.5880999565124512
1641191870132652500,0.045652587890625,9.108699798583984,3.267199993133545,-1.5891000032424927
1641191870142649300,0.0556494140625,9.1072998046875,3.2697999477386475,-1.5920000076293945
1641191870152649500,0.0656494140625,9.105299949645996,3.273099899291992,-1.5965999364852905
1641191870162649300,0.0756494140625,9.102299690246582,3.2777998447418213,-1.6038999557495117
1641191870172649500,0.0856494140625,9.097700119018555,3.283900022506714,-1.6173999309539795
1641191870182658800,0.095658935546875,9.089799880981445,3.293099880218506,-1.64329993724823
1641191870192649500,0.1056494140625,9.07409954071045,3.3070998191833496,-1.7009999752044678
1641191870202649300,0.1156494140625,9.031899452209473,3.324399948120117,-1.882099986076355
1641191870212649500,0.1256494140625,9.019599914550781,3.3065998554229736,-1.970099925994873
1641191870222649300,0.1356494140625,9.023699760437012,3.282599925994873,-1.991499900817871
1641191870232654000,0.145654052734375,9.031299591064453,3.2585999965667725,-1.9966999292373657
1641191870242649300,0.1556494140625,9.040299415588379,3.234499931335449,-1.9948999881744385
1641191870252649500,0.1656494140625,9.05049991607666,3.2102999687194824,-1.9878000020980835
1641191870262649300,0.1756494140625,9.0625,3.1828999519348145,-1.9773999452590942
1641191870272649500,0.1856494140625,9.07409954071045,3.1582999229431152,-1.9631999731063843
1641191870282660400,0.195660400390625,9.098499298095703,3.1243999004364014,-1.903899908065796
1641191870292648000,0.20564794921875,9.097000122070312,3.114300012588501,-1.9271999597549438
1641191870302647800,0.215647705078125,9.094599723815918,3.104300022125244,-1.9544999599456787
1641191870312649500,0.2256494140625,9.091899871826172,3.098599910736084,-1.9763000011444092
1641191870322647800,0.235647705078125,9.08799934387207,3.0994999408721924,-1.9924999475479126
1641191870332648000,0.24564794921875,9.081899642944336,3.1061999797821045,-2.009999990463257
1641191870342647800,0.255647705078125,9.072799682617188,3.1222000122070312,-2.026399850845337
1641191870352648000,0.26564794921875,9.058199882507324,3.15339994430542,-2.0432000160217285
1641191870362647800,0.275647705078125,9.04580020904541,3.1791999340057373,-2.058199882507324
1641191870372648000,0.28564794921875,9.038199424743652,3.1898000240325928,-2.0748000144958496
1641191870382647800,0.295647705078125,9.027899742126465,3.2056000232696533,-2.0952000617980957
1641191870392652500,0.305652587890625,9.016599655151367,3.2197999954223633,-2.1218998432159424
1641191870402647800,0.315647705078125,9.0068998336792,3.2346999645233154,-2.140199899673462
1641191870412648000,0.32564794921875,8.997900009155273,3.2446999549865723,-2.162899971008301
1641191870422647800,0.335647705078125,8.991199493408203,3.2507998943328857,-2.1816999912261963
1641191870432648000,0.34564794921875,8.987299919128418,3.2512998580932617,-2.196899890899658
1641191870442652400,0.35565234375,8.985099792480469,3.250499963760376,-2.2072999477386475
1641191870452649500,0.3656494140625,8.986800193786621,3.2372000217437744,-2.219899892807007
1641191870462649300,0.3756494140625,8.986899375915527,3.2314999103546143,-2.227599859237671
1641191870472649500,0.3856494140625,8.988399505615234,3.221799850463867,-2.235599994659424
1641191870482649300,0.3956494140625,8.990900039672852,3.2092998027801514,-2.2431998252868652
1641191870492655600,0.405655517578125,8.99269962310791,3.201200008392334,-2.2479000091552734
1641191870502649300,0.4156494140625,8.994599342346191,3.1952998638153076,-2.248699903488159
1641191870512649500,0.4256494140625,9,3.1826000213623047,-2.2451000213623047
1641191870522649300,0.4356494140625,9.006799697875977,3.1673998832702637,-2.2390999794006348
1641191870532649500,0.4456494140625,9.0177001953125,3.14520001411438,-2.2263998985290527
1641191870542658800,0.455658935546875,9.024199485778809,3.1345999240875244,-2.2149999141693115
1641191870552649500,0.4656494140625,9.036999702453613,3.1194000244140625,-2.1843998432159424
1641191870562649300,0.4756494140625,9.042699813842773,3.1190998554229736,-2.1610000133514404
1641191870572649500,0.4856494140625,9.050700187683105,3.121500015258789,-2.123499870300293
1641191870582649300,0.4956494140625,9.05459976196289,3.1305999755859375,-2.0932998657226562
1641191870592658700,0.50565869140625,9.062399864196777,3.1375999450683594,-2.0488998889923096
1641191870602649300,0.5156494140625,9.06719970703125,3.145900011062622,-2.014400005340576
1641191870612649500,0.5256494140625,9.07699966430664,3.148099899291992,-1.966499924659729
1641191870622649300,0.5356494140625,9.09469985961914,3.1335999965667725,-1.9067999124526978
1641191870632649500,0.5456494140625,9.10949993133545,3.1222000122070312,-1.854099988937378
1641191870642660400,0.555660400390625,9.128199577331543,3.1051998138427734,-1.789599895477295
1641191870652649500,0.5656494140625,9.144899368286133,3.089900016784668,-1.7299000024795532
1641191870662649300,0.5756494140625,9.159500122070312,3.075500011444092,-1.6771999597549438
1641191870672649500,0.5856494140625,9.175999641418457,3.052799940109253,-1.6279000043869019
1641191870682649300,0.5956494140625,9.18529987335205,3.0398998260498047,-1.5994999408721924
1641191870692658700,0.60565869140625,9.199699401855469,3.010999917984009,-1.5713999271392822
1641191870702655700,0.61565576171875,9.217000007629395,2.9707999229431152,-1.546199917793274
1641191870712649500,0.6256494140625,9.243199348449707,2.904599905014038,-1.5153999328613281
1641191870722649300,0.6356494140625,9.261799812316895,2.8548998832702637,-1.4958999156951904
1641191870732649500,0.6456494140625,9.286999702453613,2.76639986038208,-1.5058999061584473
1641191870742652400,0.65565234375,9.299399375915527,2.6965999603271484,-1.5548999309539795
1641191870752651000,0.665651123046875,9.303099632263184,2.664099931716919,-1.5889999866485596
1641191870762647800,0.675647705078125,9.298600196838379,2.6511998176574707,-1.636099934577942
1641191870772648000,0.68564794921875,9.28749942779541,2.6512999534606934,-1.6976999044418335
1641191870782647800,0.695647705078125,9.28439998626709,2.645900011062622,-1.7226999998092651
1641191870792654000,0.705654052734375,9.2923002243042,2.6023998260498047,-1.7465999126434326
1641191870802647800,0.715647705078125,9.304699897766113,2.5576999187469482,-1.7465999126434326
1641191870812648000,0.72564794921875,9.330299377441406,2.46589994430542,-1.7418999671936035
1641191870822647800,0.735647705078125,9.357500076293945,2.3564999103546143,-1.747399926185608
1641191870832648000,0.74564794921875,9.376899719238281,2.247299909591675,-1.7865999937057495
1641191870842655700,0.75565576171875,9.381199836730957,2.159299850463867,-1.8704999685287476
1641191870852648000,0.76564794921875,9.36199951171875,2.1052000522613525,-2.02239990234375
1641191870862649300,0.7756494140625,9.33449935913086,2.105299949645996,-2.145699977874756
1641191870872649500,0.7856494140625,9.265600204467773,2.151700019836426,-2.384999990463257
1641191870882649300,0.7956494140625,9.20829963684082,2.190700054168701,-2.564499855041504
1641191870892660200,0.80566015625,9.126699447631836,2.2416000366210938,-2.801499843597412
1641191870902649300,0.8156494140625,9.042200088500977,2.275899887084961,-3.0376999378204346
1641191870912649500,0.8256494140625,8.939199447631836,2.291800022125244,-3.317699909210205
1641191870922649300,0.8356494140625,8.852700233459473,2.276700019836426,-3.5516998767852783
1641191870932649500,0.8456494140625,8.763500213623047,2.2421000003814697,-3.787299871444702
1641191870942655700,0.85565576171875,8.69159984588623,2.1986000537872314,-3.9738998413085938
1641191870952649500,0.8656494140625,8.597800254821777,2.134999990463257,-4.205699920654297
1641191870962649300,0.8756494140625,8.503000259399414,2.0586998462677,-4.430500030517578
1641191870972649500,0.8856494140625,8.382699966430664,1.9584999084472656,-4.697199821472168
1641191870982649300,0.8956494140625,8.300399780273438,1.8809999227523804,-4.871699810028076
1641191870992651000,0.905651123046875,8.13949966430664,1.7558000087738037,-5.180200099945068
1641191871002649300,0.9156494140625,8.048299789428711,1.671199917793274,-5.347899913787842
1641191871012649500,0.9256494140625,7.920599937438965,1.5645999908447266,-5.566499710083008
1641191871022649300,0.9356494140625,7.8177995681762695,1.4709999561309814,-5.734699726104736
1641191871032649500,0.9456494140625,7.707899570465088,1.347499966621399,-5.911099910736084
1641191871042652400,0.95565234375,7.607399940490723,1.1723999977111816,-6.076399803161621
1641191871052649500,0.9656494140625,7.537499904632568,0.9890999794006348,-6.194900035858154
1641191871062649300,0.9756494140625,7.487399578094482,0.8156999945640564,-6.280299663543701
