version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,NOH-AN00,2022-01-03_14-37-50,android,1.7.1,2a131406-12fc-4bd2-b79f-2624ebc0aadf,Accelerometer|Gravity,5|5
