time,seconds_elapsed,z,y,x
1641191870122649300,0.0356494140625,-0.1656000018119812,-0.05939999967813492,0.02879999950528145
1641191870132652500,0.045652587890625,-0.5769000053405762,-0.07029999792575836,-0.00930000003427267
1641191870142649300,0.0556494140625,-0.8305000066757202,-0.07289999723434448,-0.08489999920129776
1641191870152649500,0.0656494140625,-0.9363999962806702,-0.11539999395608902,-0.10969999432563782
1641191870162649300,0.0756494140625,-1.0217000246047974,-0.11019999533891678,-0.17099998891353607
1641191870172649500,0.0856494140625,-0.9386000037193298,-0.08699999749660492,-0.2947999835014343
1641191870182658800,0.095658935546875,-0.7638999819755554,-0.027499999850988388,-0.42579999566078186
1641191870192649500,0.1056494140625,-0.5030999779701233,0.01730000041425228,-0.5250999927520752
1641191870202649300,0.1156494140625,-0.21570000052452087,0.009800000116229057,-0.4713999927043915
1641191870212649500,0.1256494140625,0.05139999836683273,-0.031199999153614044,-0.3540000021457672
1641191870222649300,0.1356494140625,0.2336999922990799,-0.10529999434947968,-0.20509999990463257
1641191870232654000,0.145654052734375,0.382999986410141,-0.14010000228881836,-0.12139999866485596
1641191870242649300,0.1556494140625,0.4327999949455261,-0.1356000006198883,-0.05460000038146973
1641191870252649500,0.1656494140625,0.3637999892234802,-0.10159999877214432,-0.00279999990016222
1641191870262649300,0.1756494140625,0.25380000472068787,-0.08399999886751175,0.01599999889731407
1641191870272649500,0.1856494140625,0.13419999182224274,-0.039799999445676804,0.02149999886751175
1641191870282660400,0.195660400390625,0.02159999869763851,-0.015699999406933784,0.030799999833106995
1641191870292648000,0.20564794921875,-0.016099998727440834,-0.015399999916553497,0.12280000001192093
1641191870302647800,0.215647705078125,-0.023499999195337296,0.033799998462200165,0.14999999105930328
1641191870312649500,0.2256494140625,-0.11879999935626984,0.17669999599456787,0.1914999932050705
1641191870322647800,0.235647705078125,-0.2815999984741211,0.3130999803543091,0.1096000000834465
1641191870332648000,0.24564794921875,-0.4421999752521515,0.3260999917984009,0.07800000160932541
1641191870342647800,0.255647705078125,-0.5115000009536743,0.36890000104904175,0.01599999889731407
1641191870352648000,0.26564794921875,-0.5557999610900879,0.41609999537467957,0.003399999812245369
1641191870362647800,0.275647705078125,-0.6119999885559082,0.4001999795436859,-0.050200000405311584
1641191870372648000,0.28564794921875,-0.712399959564209,0.5267999768257141,-0.3375000059604645
1641191870382647800,0.295647705078125,-0.9275999665260315,0.6679999828338623,-0.7975999712944031
1641191870392652500,0.305652587890625,-1.0634000301361084,0.4772000014781952,-0.5846999883651733
1641191870402647800,0.315647705078125,-1.132200002670288,0.23669999837875366,-0.2721000015735626
1641191870412648000,0.32564794921875,-1.1721999645233154,0.14829999208450317,0.0543999969959259
1641191870422647800,0.335647705078125,-1.0870000123977661,0.1225999966263771,0.34779998660087585
1641191870432648000,0.34564794921875,-0.9850999712944031,0.14169999957084656,0.5101999640464783
1641191870442652400,0.35565234375,-0.816100001335144,0.22100000083446503,0.4616999924182892
1641191870452649500,0.3656494140625,-0.6118999719619751,0.21469999849796295,0.3271999955177307
1641191870462649300,0.3756494140625,-0.42569997906684875,0.20069999992847443,0.18779999017715454
1641191870472649500,0.3856494140625,-0.34869998693466187,0.21040000021457672,0.11739999800920486
1641191870482649300,0.3956494140625,-0.2531999945640564,0.13459999859333038,0.125
1641191870492655600,0.405655517578125,-0.20589999854564667,0.04470000043511391,0.10019999742507935
1641191870502649300,0.4156494140625,-0.17839999496936798,0.08009999990463257,-0.016599999740719795
1641191870512649500,0.4256494140625,-0.17399999499320984,0.10249999910593033,-0.08879999816417694
1641191870522649300,0.4356494140625,-0.2886999845504761,0.18639999628067017,-0.42829999327659607
1641191870532649500,0.4456494140625,-0.2505999803543091,0.4341000020503998,-0.7252999544143677
1641191870542658800,0.455658935546875,-0.09039999544620514,0.5428000092506409,-0.6484000086784363
1641191870552649500,0.4656494140625,-0.12269999831914902,0.5482000112533569,-0.41429999470710754
1641191870562649300,0.4756494140625,-0.29510000348091125,0.6366999745368958,-0.006099999882280827
1641191870572649500,0.4856494140625,-0.538599967956543,0.8696999549865723,0.33869999647140503
1641191870582649300,0.4956494140625,-0.7973999977111816,1.105799913406372,0.44579997658729553
1641191870592658700,0.50565869140625,-0.8933999538421631,1.157599925994873,0.28369998931884766
1641191870602649300,0.5156494140625,-0.7805999517440796,1.051200032234192,0.013799999840557575
1641191870612649500,0.5256494140625,-0.5843999981880188,0.9314000010490417,-0.1809999942779541
1641191870622649300,0.5356494140625,-0.2784999907016754,1.063599944114685,-0.04470000043511391
1641191870632649500,0.5456494140625,0.020399998873472214,1.4376999139785767,0.5399999618530273
1641191870642660400,0.555660400390625,-0.047199998050928116,1.552799940109253,1.0049999952316284
1641191870652649500,0.5656494140625,-0.26989999413490295,1.430799961090088,1.1708999872207642
1641191870662649300,0.5756494140625,-0.6080999970436096,1.3177999258041382,1.059399962425232
1641191870672649500,0.5856494140625,-0.8697999715805054,1.2325999736785889,0.9315999746322632
1641191870682649300,0.5956494140625,-1.006500005722046,1.0591999292373657,0.8443999886512756
