version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,NOH-AN00,2022-01-04_17-56-20,android,1.7.1,2a131406-12fc-4bd2-b79f-2624ebc0aadf,Accelerometer|Gravity,5|5
